order_id,customer_id,customer_name,product_id,product_name,category,order_date,year,quarter,month,month_label,quantity,unit_price,total_amount,region
9,14,Waystar Royco,10,Printer All-in-One,Electronics,2022-05-14,2022,Q2,5,2022-05,5,199.99,999.95,West
34,2,Globex Inc,15,USB-C Hub 7-port,Electronics,2022-05-14,2022,Q2,5,2022-05,12,59.99,719.88,West
116,15,Cyberdyne Systems,17,Project Mgmt License,Software,2022-05-15,2022,Q2,5,2022-05,20,149.99,2999.8,West
192,4,Umbrella Corp,14,Ergonomic Mouse Pad,Office Supplies,2022-05-19,2022,Q2,5,2022-05,4,24.99,99.96,Northeast
137,13,Oceanic Airlines,9,Whiteboard XL,Office Supplies,2022-05-21,2022,Q2,5,2022-05,5,75.0,375.0,Northeast
286,12,Monarch Corporation,8,Webcam HD,Electronics,2022-05-21,2022,Q2,5,2022-05,9,89.99,809.91,Northeast
252,1,Acme Corp,9,Whiteboard XL,Office Supplies,2022-05-21,2022,Q2,5,2022-05,2,75.0,150.0,Midwest
126,13,Oceanic Airlines,1,Laptop Pro 15,Electronics,2022-05-22,2022,Q2,5,2022-05,20,1299.99,25999.8,Midwest
198,2,Globex Inc,18,Antivirus Suite,Software,2022-05-23,2022,Q2,5,2022-05,7,49.99,349.93,Southeast
47,1,Acme Corp,12,Notebook Pack (10),Office Supplies,2022-05-27,2022,Q2,5,2022-05,6,14.99,89.94,West
147,10,Vandelay Industries,3,Standing Desk,Furniture,2022-05-28,2022,Q2,5,2022-05,8,499.0,3992.0,Midwest
226,6,Pied Piper,7,Noise Cancelling Headphones,Electronics,2022-05-28,2022,Q2,5,2022-05,20,249.99,4999.8,Midwest
80,4,Umbrella Corp,16,Cloud Storage 1TB/yr,Software,2022-05-30,2022,Q2,5,2022-05,4,99.99,399.96,Midwest
131,15,Cyberdyne Systems,1,Laptop Pro 15,Electronics,2022-05-31,2022,Q2,5,2022-05,17,1299.99,22099.83,Southwest
265,13,Oceanic Airlines,11,Desk Lamp LED,Furniture,2022-06-01,2022,Q2,6,2022-06,13,39.99,519.87,Southeast
85,6,Pied Piper,16,Cloud Storage 1TB/yr,Software,2022-06-04,2022,Q2,6,2022-06,11,99.99,1099.89,Southwest
216,10,Vandelay Industries,13,Pen Set Premium,Office Supplies,2022-06-07,2022,Q2,6,2022-06,19,12.99,246.81,Southeast
113,4,Umbrella Corp,17,Project Mgmt License,Software,2022-06-08,2022,Q2,6,2022-06,5,149.99,749.95,Northeast
53,2,Globex Inc,5,Monitor 27in,Electronics,2022-06-09,2022,Q2,6,2022-06,2,349.99,699.98,Southeast
196,5,Hooli,3,Standing Desk,Furniture,2022-06-11,2022,Q2,6,2022-06,10,499.0,4990.0,Southeast
224,2,Globex Inc,20,Data Analytics Suite,Software,2022-06-11,2022,Q2,6,2022-06,2,299.99,599.98,Southwest
291,1,Acme Corp,13,Pen Set Premium,Office Supplies,2022-06-11,2022,Q2,6,2022-06,18,12.99,233.82,Southwest
99,9,Sterling Cooper,16,Cloud Storage 1TB/yr,Software,2022-06-12,2022,Q2,6,2022-06,20,99.99,1999.8,Midwest
125,9,Sterling Cooper,13,Pen Set Premium,Office Supplies,2022-06-15,2022,Q2,6,2022-06,14,12.99,181.86,Southeast
117,7,Dunder Mifflin,9,Whiteboard XL,Office Supplies,2022-06-16,2022,Q2,6,2022-06,5,75.0,375.0,Southeast
210,3,Initech,8,Webcam HD,Electronics,2022-06-18,2022,Q2,6,2022-06,10,89.99,899.9,Southeast
118,14,Waystar Royco,2,Wireless Mouse,Electronics,2022-06-19,2022,Q2,6,2022-06,20,29.99,599.8,Southwest
175,10,Vandelay Industries,18,Antivirus Suite,Software,2022-06-20,2022,Q2,6,2022-06,14,49.99,699.86,Southwest
82,13,Oceanic Airlines,6,Mechanical Keyboard,Electronics,2022-07-01,2022,Q3,7,2022-07,3,129.99,389.97,Southwest
297,13,Oceanic Airlines,11,Desk Lamp LED,Furniture,2022-07-10,2022,Q3,7,2022-07,16,39.99,639.84,Midwest
234,12,Monarch Corporation,20,Data Analytics Suite,Software,2022-07-14,2022,Q3,7,2022-07,11,299.99,3299.89,Southeast
275,10,Vandelay Industries,11,Desk Lamp LED,Furniture,2022-07-16,2022,Q3,7,2022-07,16,39.99,639.84,Southeast
122,13,Oceanic Airlines,5,Monitor 27in,Electronics,2022-07-18,2022,Q3,7,2022-07,16,349.99,5599.84,Midwest
244,10,Vandelay Industries,12,Notebook Pack (10),Office Supplies,2022-07-19,2022,Q3,7,2022-07,18,14.99,269.82,Midwest
250,13,Oceanic Airlines,5,Monitor 27in,Electronics,2022-07-23,2022,Q3,7,2022-07,5,349.99,1749.95,West
161,1,Acme Corp,4,Office Chair,Furniture,2022-07-26,2022,Q3,7,2022-07,10,389.0,3890.0,Northeast
5,3,Initech,8,Webcam HD,Electronics,2022-07-30,2022,Q3,7,2022-07,19,89.99,1709.81,Northeast
6,14,Waystar Royco,13,Pen Set Premium,Office Supplies,2022-08-01,2022,Q3,8,2022-08,18,12.99,233.82,West
62,4,Umbrella Corp,13,Pen Set Premium,Office Supplies,2022-08-05,2022,Q3,8,2022-08,10,12.99,129.9,Southeast
39,10,Vandelay Industries,8,Webcam HD,Electronics,2022-08-06,2022,Q3,8,2022-08,17,89.99,1529.83,Southeast
284,12,Monarch Corporation,7,Noise Cancelling Headphones,Electronics,2022-08-08,2022,Q3,8,2022-08,16,249.99,3999.84,Southeast
40,11,Prestige Worldwide,12,Notebook Pack (10),Office Supplies,2022-08-18,2022,Q3,8,2022-08,16,14.99,239.84,Northeast
288,1,Acme Corp,17,Project Mgmt License,Software,2022-08-20,2022,Q3,8,2022-08,17,149.99,2549.83,Southeast
121,4,Umbrella Corp,13,Pen Set Premium,Office Supplies,2022-09-02,2022,Q3,9,2022-09,18,12.99,233.82,Midwest
287,10,Vandelay Industries,13,Pen Set Premium,Office Supplies,2022-09-03,2022,Q3,9,2022-09,19,12.99,246.81,Southeast
229,2,Globex Inc,7,Noise Cancelling Headphones,Electronics,2022-09-05,2022,Q3,9,2022-09,11,249.99,2749.89,Southwest
74,14,Waystar Royco,10,Printer All-in-One,Electronics,2022-09-07,2022,Q3,9,2022-09,4,199.99,799.96,Southwest
187,11,Prestige Worldwide,12,Notebook Pack (10),Office Supplies,2022-09-13,2022,Q3,9,2022-09,9,14.99,134.91,Northeast
170,6,Pied Piper,11,Desk Lamp LED,Furniture,2022-10-01,2022,Q4,10,2022-10,17,39.99,679.83,Northeast
285,14,Waystar Royco,4,Office Chair,Furniture,2022-10-05,2022,Q4,10,2022-10,18,389.0,7002.0,West
130,13,Oceanic Airlines,6,Mechanical Keyboard,Electronics,2022-10-07,2022,Q4,10,2022-10,6,129.99,779.94,Southwest
279,6,Pied Piper,11,Desk Lamp LED,Furniture,2022-10-08,2022,Q4,10,2022-10,18,39.99,719.82,Midwest
213,4,Umbrella Corp,11,Desk Lamp LED,Furniture,2022-10-09,2022,Q4,10,2022-10,18,39.99,719.82,Southeast
177,10,Vandelay Industries,19,Video Conf License,Software,2022-10-09,2022,Q4,10,2022-10,14,199.99,2799.86,Northeast
239,1,Acme Corp,8,Webcam HD,Electronics,2022-10-16,2022,Q4,10,2022-10,2,89.99,179.98,Southwest
120,8,Bluth Company,18,Antivirus Suite,Software,2022-10-19,2022,Q4,10,2022-10,20,49.99,999.8,Southwest
129,14,Waystar Royco,11,Desk Lamp LED,Furniture,2022-10-19,2022,Q4,10,2022-10,4,39.99,159.96,Northeast
240,10,Vandelay Industries,12,Notebook Pack (10),Office Supplies,2022-10-20,2022,Q4,10,2022-10,16,14.99,239.84,West
165,1,Acme Corp,10,Printer All-in-One,Electronics,2022-10-20,2022,Q4,10,2022-10,7,199.99,1399.93,Midwest
191,4,Umbrella Corp,17,Project Mgmt License,Software,2022-10-20,2022,Q4,10,2022-10,20,149.99,2999.8,Southwest
282,5,Hooli,15,USB-C Hub 7-port,Electronics,2022-10-22,2022,Q4,10,2022-10,2,59.99,119.98,Northeast
63,13,Oceanic Airlines,6,Mechanical Keyboard,Electronics,2022-10-24,2022,Q4,10,2022-10,9,129.99,1169.91,Midwest
223,13,Oceanic Airlines,9,Whiteboard XL,Office Supplies,2022-11-01,2022,Q4,11,2022-11,13,75.0,975.0,Southwest
276,5,Hooli,16,Cloud Storage 1TB/yr,Software,2022-11-02,2022,Q4,11,2022-11,18,99.99,1799.82,Southeast
258,8,Bluth Company,12,Notebook Pack (10),Office Supplies,2022-11-03,2022,Q4,11,2022-11,19,14.99,284.81,Southwest
256,7,Dunder Mifflin,14,Ergonomic Mouse Pad,Office Supplies,2022-11-03,2022,Q4,11,2022-11,20,24.99,499.8,West
174,11,Prestige Worldwide,15,USB-C Hub 7-port,Electronics,2022-11-10,2022,Q4,11,2022-11,10,59.99,599.9,Southwest
111,1,Acme Corp,16,Cloud Storage 1TB/yr,Software,2022-11-13,2022,Q4,11,2022-11,12,99.99,1199.88,Southeast
108,12,Monarch Corporation,9,Whiteboard XL,Office Supplies,2022-11-14,2022,Q4,11,2022-11,3,75.0,225.0,West
69,8,Bluth Company,13,Pen Set Premium,Office Supplies,2022-11-17,2022,Q4,11,2022-11,3,12.99,38.97,West
30,12,Monarch Corporation,8,Webcam HD,Electronics,2022-11-17,2022,Q4,11,2022-11,4,89.99,359.96,Southwest
278,12,Monarch Corporation,7,Noise Cancelling Headphones,Electronics,2022-11-21,2022,Q4,11,2022-11,16,249.99,3999.84,Southwest
255,6,Pied Piper,20,Data Analytics Suite,Software,2022-11-23,2022,Q4,11,2022-11,20,299.99,5999.8,Southeast
293,13,Oceanic Airlines,8,Webcam HD,Electronics,2022-11-25,2022,Q4,11,2022-11,10,89.99,899.9,Midwest
21,2,Globex Inc,6,Mechanical Keyboard,Electronics,2022-11-26,2022,Q4,11,2022-11,3,129.99,389.97,West
233,14,Waystar Royco,17,Project Mgmt License,Software,2022-12-02,2022,Q4,12,2022-12,6,149.99,899.94,West
7,4,Umbrella Corp,12,Notebook Pack (10),Office Supplies,2022-12-03,2022,Q4,12,2022-12,8,14.99,119.92,Southeast
4,1,Acme Corp,13,Pen Set Premium,Office Supplies,2022-12-08,2022,Q4,12,2022-12,2,12.99,25.98,Southeast
105,14,Waystar Royco,8,Webcam HD,Electronics,2022-12-08,2022,Q4,12,2022-12,5,89.99,449.95,Northeast
46,5,Hooli,12,Notebook Pack (10),Office Supplies,2022-12-14,2022,Q4,12,2022-12,10,14.99,149.9,Midwest
76,7,Dunder Mifflin,4,Office Chair,Furniture,2022-12-14,2022,Q4,12,2022-12,10,389.0,3890.0,Southeast
281,7,Dunder Mifflin,6,Mechanical Keyboard,Electronics,2022-12-20,2022,Q4,12,2022-12,13,129.99,1689.87,Southeast
155,13,Oceanic Airlines,16,Cloud Storage 1TB/yr,Software,2022-12-20,2022,Q4,12,2022-12,3,99.99,299.97,Southeast
227,14,Waystar Royco,1,Laptop Pro 15,Electronics,2022-12-20,2022,Q4,12,2022-12,11,1299.99,14299.89,Southwest
211,6,Pied Piper,11,Desk Lamp LED,Furniture,2022-12-21,2022,Q4,12,2022-12,8,39.99,319.92,West
106,10,Vandelay Industries,2,Wireless Mouse,Electronics,2022-12-25,2022,Q4,12,2022-12,5,29.99,149.95,Midwest
79,4,Umbrella Corp,3,Standing Desk,Furniture,2022-12-26,2022,Q4,12,2022-12,12,499.0,5988.0,Southeast
38,10,Vandelay Industries,13,Pen Set Premium,Office Supplies,2022-12-27,2022,Q4,12,2022-12,10,12.99,129.9,Northeast
157,3,Initech,14,Ergonomic Mouse Pad,Office Supplies,2022-12-27,2022,Q4,12,2022-12,2,24.99,49.98,West
274,6,Pied Piper,7,Noise Cancelling Headphones,Electronics,2022-12-29,2022,Q4,12,2022-12,18,249.99,4499.82,Midwest
11,3,Initech,16,Cloud Storage 1TB/yr,Software,2023-01-02,2023,Q1,1,2023-01,1,99.99,99.99,Southeast
182,13,Oceanic Airlines,3,Standing Desk,Furniture,2023-01-06,2023,Q1,1,2023-01,12,499.0,5988.0,Southwest
178,2,Globex Inc,9,Whiteboard XL,Office Supplies,2023-01-08,2023,Q1,1,2023-01,13,75.0,975.0,West
119,1,Acme Corp,9,Whiteboard XL,Office Supplies,2023-01-09,2023,Q1,1,2023-01,14,75.0,1050.0,Southeast
242,15,Cyberdyne Systems,19,Video Conf License,Software,2023-01-10,2023,Q1,1,2023-01,9,199.99,1799.91,Southwest
167,5,Hooli,7,Noise Cancelling Headphones,Electronics,2023-01-12,2023,Q1,1,2023-01,4,249.99,999.96,Southwest
41,6,Pied Piper,17,Project Mgmt License,Software,2023-01-12,2023,Q1,1,2023-01,18,149.99,2699.82,Northeast
200,9,Sterling Cooper,17,Project Mgmt License,Software,2023-01-13,2023,Q1,1,2023-01,19,149.99,2849.81,Southwest
259,14,Waystar Royco,7,Noise Cancelling Headphones,Electronics,2023-01-13,2023,Q1,1,2023-01,1,249.99,249.99,Midwest
51,6,Pied Piper,12,Notebook Pack (10),Office Supplies,2023-01-14,2023,Q1,1,2023-01,6,14.99,89.94,Midwest
184,11,Prestige Worldwide,2,Wireless Mouse,Electronics,2023-01-15,2023,Q1,1,2023-01,15,29.99,449.85,Midwest
127,1,Acme Corp,8,Webcam HD,Electronics,2023-01-16,2023,Q1,1,2023-01,16,89.99,1439.84,West
134,7,Dunder Mifflin,20,Data Analytics Suite,Software,2023-01-18,2023,Q1,1,2023-01,17,299.99,5099.83,Southeast
31,6,Pied Piper,3,Standing Desk,Furniture,2023-01-19,2023,Q1,1,2023-01,9,499.0,4491.0,Southeast
135,7,Dunder Mifflin,18,Antivirus Suite,Software,2023-01-19,2023,Q1,1,2023-01,3,49.99,149.97,Southeast
65,3,Initech,3,Standing Desk,Furniture,2023-01-25,2023,Q1,1,2023-01,5,499.0,2495.0,West
124,13,Oceanic Airlines,19,Video Conf License,Software,2023-01-27,2023,Q1,1,2023-01,10,199.99,1999.9,West
100,6,Pied Piper,9,Whiteboard XL,Office Supplies,2023-02-01,2023,Q1,2,2023-02,10,75.0,750.0,Southwest
186,9,Sterling Cooper,11,Desk Lamp LED,Furniture,2023-02-12,2023,Q1,2,2023-02,12,39.99,479.88,Midwest
29,14,Waystar Royco,11,Desk Lamp LED,Furniture,2023-02-13,2023,Q1,2,2023-02,15,39.99,599.85,Southwest
243,6,Pied Piper,6,Mechanical Keyboard,Electronics,2023-02-15,2023,Q1,2,2023-02,2,129.99,259.98,Northeast
19,1,Acme Corp,6,Mechanical Keyboard,Electronics,2023-02-16,2023,Q1,2,2023-02,16,129.99,2079.84,Southwest
71,5,Hooli,6,Mechanical Keyboard,Electronics,2023-02-19,2023,Q1,2,2023-02,4,129.99,519.96,Northeast
70,7,Dunder Mifflin,8,Webcam HD,Electronics,2023-02-19,2023,Q1,2,2023-02,19,89.99,1709.81,Southwest
36,6,Pied Piper,5,Monitor 27in,Electronics,2023-02-25,2023,Q1,2,2023-02,4,349.99,1399.96,Midwest
268,7,Dunder Mifflin,10,Printer All-in-One,Electronics,2023-02-27,2023,Q1,2,2023-02,5,199.99,999.95,Southeast
289,1,Acme Corp,4,Office Chair,Furniture,2023-02-28,2023,Q1,2,2023-02,4,389.0,1556.0,Midwest
28,15,Cyberdyne Systems,11,Desk Lamp LED,Furniture,2023-02-28,2023,Q1,2,2023-02,8,39.99,319.92,Midwest
133,15,Cyberdyne Systems,17,Project Mgmt License,Software,2023-03-01,2023,Q1,3,2023-03,1,149.99,149.99,Northeast
149,4,Umbrella Corp,15,USB-C Hub 7-port,Electronics,2023-03-03,2023,Q1,3,2023-03,19,59.99,1139.81,Southeast
260,11,Prestige Worldwide,2,Wireless Mouse,Electronics,2023-03-03,2023,Q1,3,2023-03,4,29.99,119.96,West
232,7,Dunder Mifflin,12,Notebook Pack (10),Office Supplies,2023-03-05,2023,Q1,3,2023-03,20,14.99,299.8,Southeast
50,4,Umbrella Corp,16,Cloud Storage 1TB/yr,Software,2023-03-06,2023,Q1,3,2023-03,13,99.99,1299.87,Southwest
27,12,Monarch Corporation,11,Desk Lamp LED,Furniture,2023-03-17,2023,Q1,3,2023-03,7,39.99,279.93,Southwest
241,1,Acme Corp,1,Laptop Pro 15,Electronics,2023-03-18,2023,Q1,3,2023-03,4,1299.99,5199.96,Southeast
208,3,Initech,3,Standing Desk,Furniture,2023-03-20,2023,Q1,3,2023-03,5,499.0,2495.0,West
68,14,Waystar Royco,9,Whiteboard XL,Office Supplies,2023-03-23,2023,Q1,3,2023-03,2,75.0,150.0,Northeast
98,12,Monarch Corporation,10,Printer All-in-One,Electronics,2023-03-26,2023,Q1,3,2023-03,15,199.99,2999.85,West
168,15,Cyberdyne Systems,10,Printer All-in-One,Electronics,2023-03-27,2023,Q1,3,2023-03,13,199.99,2599.87,Southwest
123,11,Prestige Worldwide,15,USB-C Hub 7-port,Electronics,2023-03-28,2023,Q1,3,2023-03,19,59.99,1139.81,Southwest
267,4,Umbrella Corp,11,Desk Lamp LED,Furniture,2023-03-28,2023,Q1,3,2023-03,1,39.99,39.99,Midwest
56,8,Bluth Company,14,Ergonomic Mouse Pad,Office Supplies,2023-03-29,2023,Q1,3,2023-03,20,24.99,499.8,Southwest
86,2,Globex Inc,10,Printer All-in-One,Electronics,2023-03-29,2023,Q1,3,2023-03,16,199.99,3199.84,Midwest
193,8,Bluth Company,9,Whiteboard XL,Office Supplies,2023-04-01,2023,Q2,4,2023-04,6,75.0,450.0,Northeast
139,13,Oceanic Airlines,7,Noise Cancelling Headphones,Electronics,2023-04-05,2023,Q2,4,2023-04,16,249.99,3999.84,West
230,2,Globex Inc,18,Antivirus Suite,Software,2023-04-06,2023,Q2,4,2023-04,9,49.99,449.91,Southeast
95,3,Initech,18,Antivirus Suite,Software,2023-04-07,2023,Q2,4,2023-04,2,49.99,99.98,Northeast
132,2,Globex Inc,5,Monitor 27in,Electronics,2023-04-07,2023,Q2,4,2023-04,8,349.99,2799.92,Midwest
273,6,Pied Piper,4,Office Chair,Furniture,2023-04-16,2023,Q2,4,2023-04,6,389.0,2334.0,West
225,7,Dunder Mifflin,8,Webcam HD,Electronics,2023-04-21,2023,Q2,4,2023-04,16,89.99,1439.84,Southeast
235,8,Bluth Company,17,Project Mgmt License,Software,2023-04-24,2023,Q2,4,2023-04,17,149.99,2549.83,Southwest
164,14,Waystar Royco,13,Pen Set Premium,Office Supplies,2023-04-30,2023,Q2,4,2023-04,18,12.99,233.82,Midwest
94,6,Pied Piper,16,Cloud Storage 1TB/yr,Software,2023-05-03,2023,Q2,5,2023-05,20,99.99,1999.8,West
292,11,Prestige Worldwide,15,USB-C Hub 7-port,Electronics,2023-05-04,2023,Q2,5,2023-05,16,59.99,959.84,Southeast
222,5,Hooli,1,Laptop Pro 15,Electronics,2023-05-10,2023,Q2,5,2023-05,10,1299.99,12999.9,Southeast
112,4,Umbrella Corp,14,Ergonomic Mouse Pad,Office Supplies,2023-05-13,2023,Q2,5,2023-05,11,24.99,274.89,Southeast
59,11,Prestige Worldwide,8,Webcam HD,Electronics,2023-05-14,2023,Q2,5,2023-05,19,89.99,1709.81,West
20,11,Prestige Worldwide,11,Desk Lamp LED,Furniture,2023-05-18,2023,Q2,5,2023-05,4,39.99,159.96,Southwest
169,6,Pied Piper,4,Office Chair,Furniture,2023-05-24,2023,Q2,5,2023-05,6,389.0,2334.0,Southwest
236,15,Cyberdyne Systems,18,Antivirus Suite,Software,2023-05-25,2023,Q2,5,2023-05,10,49.99,499.9,Northeast
64,2,Globex Inc,7,Noise Cancelling Headphones,Electronics,2023-05-25,2023,Q2,5,2023-05,1,249.99,249.99,Southwest
